text,toxic
lorene bota pra foder filha,1
você merece muito mais meu amor 😖💗✨ eu te amo tanfo vsf,1
"@user primeira semana nunca tem nada, cê sabia disso",0
rt @user @user tem puta sorte,0
@user caralho vc é muito linda,1
coisa de burques,0
rt @user ontem eu tava dançando de uma maneira tão ridícula q depois não entendo pq ngm olha pra mim..........,1
"fico lembrando de como eu era a 1 ano atrás e pqp, eu era muito surtada e doida da cabeça",1
meu último dia na casa da minha irmã. 😭😭,0
to passando mal porra,0
rt @user namoral eu to mto triste e puta com essa história de q o ct noturno vai acabar,1
- luuana já veio aqui em casa doidona já me chamando pra beber! 😂💃🍻🎉,0
tive a cara de pau de ir comprar bolo com o guilherme mesmo ele estando bravo comigo,0
@user fala pra elas kkkkkkkkkkkk sai de cima porra,1
@user grande titio kkkkk,0
@user puta que pariu! que beijo é essse?? socorro! finalmente!!! amei amei amei,0
Grupo no Whatsapp (Onlyfãs) para aqueles que não consigaram fazer no site. Funcionará da mesma forma. Pagamento em transferência  Mensalidade 40$  contato pros interessados (74)999236587 https://t.co/DFbrPqZxu5,0
vai se fuder !!!,1
"@user oi, eu sou o hacker 😂😂😂",0
@user meio ambiente chora com tanto lixo tóxico :(,0
"@user Mas normalmente isso acontece, por isso é que as pessoas pensam assim! Apartir do momento em que a pessoa te trai e tu desculpas a confiança que tinhas na pessoa não volta a ser a mesma, ou seja, ficas com receio que a pessoa te volte a fazer o mesmo",0
rt @user q porra 茅 essa https://t.co/c2qf3quajv,0
@user pqp muito linda,0
2.5 de miopia em ambos 😔😔 mas já deve ter aumentado,0
"se seu dia foi ruim, fique com esse vídeo do felix te dando tchauzinho pra melhorar ele

se seu dia foi bom, fique com esse vídeo também para que ele continue assim
https://t.co/uiFnelbeic",0
vem tóquioooo caralho #voleinaglobo,1
se alguém me contasse que a Sheherazade preocupada com o conforto emocional de bandido é a mulher que ficou famosa porque acha compreensível amarrar bandido no poste eu não acreditaria,1
@user caralho q deusa,0
"rt @user três palavras representam o dia de ontem

puta
que
pariu",1
"difícil pra porra, mas katana

joker is coming",1
rt @user que grt fdp kkkkkkkkk https://t.co/vfxru1dnva,1
"(+)tá incrível, porque antes ficava num espaço pequeno e agora tá num lugar maior, cheio de coisa interativa e com um acesso muito mais fácil, já que tá na Av. Paulista e perto do metrô Brigadeiro. Então, vale a pena conhecer e usufruir do espaço que é para todos nós!",0
tempinho bom do caralho,0
"10 minutos finais com a cara no travesseiro só pedindo pro meu pai falar com quem tava a bola e ele toda hora “com o Coritiba”, tenso pra caralho e defesa do Prass no fim, copamos merecidamente e se não fosse a arbitragem o Brasileiro também era nosso. https://t.co/75D0md6DrA",1
Download Apostila – Apostila Digital em PDF do Conselho Regional dos Representantes Comerciais no Estado do Rio de Janeiro https://t.co/F7KcgC3zRh https://t.co/fHwGNn98LI,0
"qualquer problema da vida: a 
eu: caralho, chega, vou ver anime",1
"@user fica para mais adiante.
por enquanto, tanto faz.
a equipe do pr é entrosada.
não fará diferença nesses 8 anos.

#foraonu 
#forapt",0
"que galera chata do caralho, reclamou desde o começo por causa das camisetas mas não foi atrás de fazer nada melhor.
zzz",1
"ela é de sp
o que sulista tem a ver?",1
álbum gigantes tá logo na playlist da adidas .. pqp,1
"@user a inauguração foi um sucesso, o povo ovacionou o bolsonaro. o recalque deve estar grande.",0
"cacetada bicho sai atrasado e esqueci de por o relógio, cada vez mais perdendo a civilidade",0
"foda-se, vou encher o cu de porcaria e jogar lol",0
meu deus ansiosa e pouco pra minha formatura puta merda,0
"O maior nome do badminton brasileiro vem direto da Favela da Chacrinha! 🏸

O atleta carioca, Ygor Coelho, vence o canadense Brian Yan e conquista o primeiro ouro da história do Brasil no badminton. Ygor, com apenas 22 anos, continua fazendo história!

#PanamericanosLima2019 https://t.co/Lmqzbb2pe1",0
tô muito puta,1
amo coisas com queijo mas essa intoler芒ncia me fode fico puta tmnc,0
@user sp não merece esse imbecil que não administra nem a cozinha da casa dele. dória o idiota arrogante e prepotente.,1
"@user @user a pf é subordinada a ele!!  pq o espanto?!  acordem, gente!!",0
meu pai fica puto e fica resmugando por horas pela casa,0
meu insta saiu sozinho e eu não lembro nem e-mail e nem a senha puta que pariu,1
"[2/8 22:15] júlia albert ✨: amanhã vamos sair 14h
[2/8 22:20] pretinha 💛: tá bom amor

já vai dar 13h e a bonita ainda não acordou",0
"Diz o cara que assina notícia na @user dizendo que o @user tem servidor na Rússia, para imputar alguma culpa na Dilma...
Blz cometer gafe, mas ser pilantra nesse nível é demais",1
@user vou botar um lacinho rosa nos cabelos dela se ela deixar,0
"eu quero tanto, ma essa porra é cara p carai",1
quase q botei tudo pra fora por causa desse bendito remédio,0
rt @user - está certo. a gente precisar dar uma resposta para terminar bem o campeonato. #gebota,0
rt @user itamaraty veta livro com prefácio escrito por desafeto de ernesto araújo - minha matéria de agora https://t.co/ehmxrcjtbg,0
"deixar gravado aqui no tt

feliz aniversário pra florzinha mais linda do jardim do céu 

@user 💜🌸💜🌸",0
"@user você é burraaaaaaaaaasso hein...
puta que pariu...",1
"militou errado, volte 3 casas",0
auge o rodrigo faro achando de palhaço na internet,0
pode ser também por má preparação desde do início do ano!#fsradiobrasil,0
rt @user essa chuva veio só pra fuder meus planos,1
"@user nem colocam, esse tipo de pessoa não tem criatividade pra sentir tesão em nada que não seja coito",1
kkkkkkkkkkkkkkkkkkkkkkk gente parem de zoar o macho branquinho q até ontem falava q feministas eram vadias,1
ahhh como eu queria 🤤🤤,0
@user @user @user vc está se cagando hein!!! tadinha da militante lula livre,1
"@user Vcs não estão enxergando que se continuarem com esses jornalismo  de 5° categoria ,   vão perder os poucos  que ainda assistem a globolixo.",1
@user sem isso nada rola kkkkkkkk,0
"não entendi porra nenhuma, mas achei muito fofo",0
cheguei a conclus茫o q eu s贸 sirvo pra ser um bom amigo kkkk,0
"porra, tudo que eu queriiiiaaaaaa 🤤🤤🤤🤤🤤🤤🤤",0
"@user Dois problemas:
1- generalização, nem todo mundo é os clandestino da Amazônia e talz
2- galera vive de energia solar q acha q não usa pau pra nada q N pode derrubar mimimi

E digo mais sobre esses protestos de sofá: vai piorar. 🙄",1
@user borracha asquerosa,1
"Puta se tem uma coisa que me broxa 100% é eu chamar alguém pra sair e a pessoa cancelar em cima da hora pq tá nErvOSa ou AnsIOsa e ainda por cima dar uma desculpa como se eu fosse idiota
Vai toma no cu né pelo menos fala a verdade",1
@user @user puta que pariu kkkkkkkkkkkkkkkkkk,0
já disse que te amo hoje???? não? porra eu te amo,0
"queria dizer que já superei o crush enorme que eu tinha, mas não superei, meninax. 😔",0
"meu anjo vc acha que eu n sei lavar minhas roupas anjo? fiquei seis meses sem uma máquina de lavar, lavando tudo a mão caralho",1
só esperando minha mãe chegar e comer o meu cu pq não escutei ela ontem e sai mesmo estando com a garganta ruim,1
"eu, rayane e isa inventamos de fazer pizza... só acho que isso não vai dar muito certo 😂😂😂😂",0
"@user @user @user @user cara nem lembrava mais da evangélica, pqp quanto tempo",1
"deve ser um livramento pra todo mundo, n茫o me terem por perto",0
"Já que tá geral feliz, vamo fazer uma festa com o tema de ex abusivo que não namora pq não tem carro, só pode entrar com tênis de 600 conto e um foto do cu na carteira",1
crlh homem n presta pqp kkkkk fico de cara cm essas coisas,0
"Trauco se despede do #Flamengo e se declara ao clube: 

“Deixo com as melhores lembranças e uma das melhores experiências que a vida poderia me dar. Obrigado aos meus companheiros de equipe e a torcida oor esses 3 anos mágicos. Eles sempre estarão presentes em mim. #MengãoPraVida https://t.co/a8WUya7LpU",0
O Inter @user e a torcida antifascista do Inter n茫o podem permitir que covardes manchem o nome do clube com atitude violenta contra uma mulher e uma crian莽a. Precisam pelo menos se posicionar CONTRA o radicalismo!,0
"@user @user arranca essa tralha dai porque a Esplanada é tombada pelo IPHAN. é o mesmo que a ""estrela vermelha"" que o Lula plantou no Planalto . não pode louvar o que não presta. arranca e planta uma arvore. Um pé de IPÊ Amarelo, nossa arvore nacional! ,",1
que mulher puta merda,0
@user @user @user teu cu petista sem cérebro,1
Sente falta da tua ex ? — Não crl toda hora essa porra ? Se eu tivesse sentindo falta eu pedia pra voltar crl ! Tô feliz cmg msm e com as pessoas que estou conhecendo de resto é resto ! https://t.co/kH4Eq40xXC,1
@user lindq pra caralho pqp !!! minsik,0
@user vei o primeiro ep é o piorzinho kkkkkkkk todo mundo é filho da puta nesse caralho,1
quem gosta de frio e chuva tem q se fuder pprt ..,1
@user já nem sei o que dizer,0
chegarem a coma alcoólica é só estúpido,0
"rt @user quando o  carro é seguro, não importa o acidente...

ninguém morre!

🙏🏼🙌🏼😲 https://t.co/epca3jehez",0
"para quem fuma iqos, eles têm estes cinzeiros portáteis que se prendem no maço disponíveis no site https://t.co/NiTxrdLd7v https://t.co/WbtCRzdvML",1
"@user comassim guria kkkk,  eu penso q vc deve priorizar vc mesma e oq te faz bem, a铆 s贸 vai ter sentimento good",0
"essa miúda é uma sacana yh 😂😂😂😂😂😂
depend on how’s asking 😂😂😂😂😂😂 morriiii",0
acabou de publicar uma foto https://t.co/csfxxnzeoo,0
vai toma no cu porra agora n pode dormir,1
"e eu que fui pegar o ônibus e emmily começa a gritar ""sophya tesuda"" mano o ônibus lotado, velho",1
o tanto que eu tô puto não dá nem pra descrever.,0
"@user puta merda eu também, toda vez que eu vejo to falando disso com alguém com um sorrisão na cara",0
"@user moro na pqp, um lugar de 27 mil habitantes",0
ah vai tomar no cu infeliz,1
"rt @user após quase dois anos, joão gordo está de volta com entrevistas e comida vegana no panelaço https://t.co/gl5mkegshq via @user",1
@user Você e o pt que divide os nordestinos e roubando. Você e um cara de pau 😝😝😝🤢🤢🤢🤢🤢nojo nojento sua hora vai chegar vai fazer companhia pra luladrão na cadeia o foro privilegiado vai acabar se cuida e bons anos na cadeia 👍👍👍👍,1
eu não sou nenhum fã de arctic monkeys nem nada mas pelo que parece tá rolando um borom do arctic monkeys aqui,0
ela acabou de sair de uma operação e tá assim kkkkkkkkkkkk,0
"cachopas de 10 anos a refilar comigo sem razão aparente e estupida, vão ser fixes vocês. acalmem-se lá sff",1
gente todo sampaio decola na vida se eu n decolar tbm vou ficar puta,1
"galera
alguém sabe onde vende ""réplicas ou 2° linha"" de tênis em nova odessa?
para bebê, adolescente e adulto.
grata",0
"+1 gol, boa irmão 🇾🇪🇾🇪",0
"meu pai fez eu me arrumar toda , p dizer que ainda está lá em madureira .. pqp",1
"“mina está lutando contra extrema ansiedade e insegurança. nenhum diagnóstico foi concluído ainda, mas estamos consultando profissionais para tal”",0
"@user parabéns!!!
essas competições, só faz os clubes europeus ficaram de olho gordo nos futuros craques do mengão.",0
"não é cu doce ,eu realmente não te quero !🤷",1
rt @user onde o quadrado vai fechar bonito 馃槀鈿� https://t.co/q0522fzvra,0
@user puta merda eu sofro viu nasci pra isso,0
"@user vc é viado, só homem sente frio",1
porra só a carol mesmo 🤦🙄,1
@user o flamengo se classificou. vcs estão discutindo o que?! segue o jogo caralho!,1
"e eu que aprendi java, mas não consigo instalar um caralho do programa para gerar meu código.",0
"@user seu nome está nos prints do pavão.
melhor ficar quieta!!",0
eu trabalho pra pagar conta da minha mãe n é possível,0
"O prazer e a satisfa莽茫o estampada na rosto feliz de quem sabe mto bem extrair tooodo leitinho de uma mamadeira cheiaaa 馃嵓馃挦馃挦 馃敒馃槇馃敟馃拫馃挅馃憛馃挜馃挄
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user https://t.co/wvsEYw3a9t",1
ai mano namoral 👉🏻👉🏻👉🏻👉🏻😭😭🥰🥰🥰,0
"n tenho depressão 
minha mãe me deu remédio anti depressivo 
agr eu to triste toma no cu
nunca mais tomo essa porra",1
fui tentar tirar uma ft com meu cachorro e ele mijou em mim fdp,1
ela n chega a falar um a e eu ja fico só https://t.co/4f9rfeaizn,0
"porraa até deu vontade de dar mas uns 5 soco na cara desse fdp ! 

se fudeu 😂😂😂",1
"@user @user só quero ver, depois q fechar a galera, criarei o grupo",0
"pqp, q video caralho",0
"@user passou mal, foi até embora mas cedo kkkk",0
"Vei conheci a pessoa esse ano, estamos ficando próximos e pqp ela mexe cmg de um jeito surreal, amo MT essa pessoa juro!! Isso é um problema pq sepa ela nem sente a msm coisa, triste realidade.",1
"ja nao aguento mais esses friozao, pqp, só pelos calorao e ir pro alvaro",1
"Gleisi Hoffmann, diz que o PT pretende lançar um ""plano de emergência"" pra tirar o país da crise. 

Eu conto ou vocês contam ? kkkkkkkkkkkkkkkkkkkkkkkkk",0
eu odeio muito o meu irmão vsf,1
se eu n termino o cara tava indo la na ksa dela roubar ela de mim kkkkkkk feio,1
A Organização Para a Cooperação e Desenvolvimento Econômico divulgou nota em inglês em que demonstra preocupação com o cerceamento da independência de juízes e procuradores brasileiros pela Lei do Abuso de Autoridade.  https://t.co/sYAZC1b0DY,0
@user te amo caralho,1
@user caraca vc é tão engraçado estou morrendo de rir aqui seu palhaço,1
é difícil esquecer o ex com minha mãe falando dele toda hora kkkkkkkkkkkkkkkk,0
hehe... boa! 馃,0
mesmo n concordando terei que stanear essa unit grupo sei la pois todos os meus amados estao nela,0
assistir o jogo do brasil em ligação com luiz é a melhor coisa kakakaka as caretas que ele faz pqp,0
QUE MERDA DE TIMELINE QUE CARREGA SOZINHA E EU NUNCA MAIS ENCONTRO O TWITTE QUE EU TAVA LENDO QUE INFERNO VAI TOMAR NO CU https://t.co/YysNSLPfEc,1
"@user pra caralho, quando to sem sono e preciso dormi bato dois bolos seguidos e capoto kkkk",1
"se vcs seguirem o @user até  ele chegar a mil seguidores...

eu darei o cu.",1
"meu deus do céu eu não to acreditando 
@user muito obrigado pqp
amem esse homem https://t.co/bpgwqckeqf",0
"A pessoa obesa se aceitar esteticamente e estar ok em não estar dentro de um “padrão” é normal e é o q deve ser buscado, mas se aceitar não significa que ela seja saudável",0
"[ au! chensung ]

» aonde jisung, um dos meninos mais populares da escola resolve chamar chenle, o aluno novo da sua sala para andar com você e seu grupinho. https://t.co/3VFLV0ht60",1
que caralho q n consigo assistir netflix meu cu msm,0
rt @user mais um dia com nojo da porra do meu corpo,0
"rt @user tinha q apanha mais, desaforado fdp https://t.co/eyya3nhvud",1
não existe coisa mais idiota nesse fandom do que ficarem validando se a pessoa alheia é fã de verdade ou não!!! vão caçar algo mais produtivo pra fazer do que ficarem estereotipando algo que não cabe a você e nem ninguém validar,1
meu orgulho porra,0
"eu: nossa eu e meu pai tamo sem brigar a meses incrível mt bom tamo bem demais

eu: n jogo o lixo no lixo do jeito q ele joga 

meu pai: ooooo meu deus vo briga",0
sério da vontade de chorar e mandar tomar no cu,1
@user @user nom é não fica tranquilo ele ta vivo,0
"é que o homem não vale um caralho, juro que nao vejo nadinha nele",1
"@user Esta senhora, @user  representa perfeitamente a hipocrisia reinante neste país, atulhada de merda até ao nariz em tudo o que a rodeia, só vê o lixo na casa dos outros.",1
"rt @user irm茫o imagine perder a pessoa da sua vida, a sensa莽茫o deve ser absurda e eu n quero sentir isso nunca https://t.co/zi1rmjijaq",0
acordei com uma dor no rin pqp,0
rt @user @user vocêe merece o mundo ❣,0
peço perdão por ter chegado tarde mas vcs n sabem o quanto eu amo e torço pra essa filha da puta!!! te amo ❤️❤️❤️,0
rt @user esse vídeo da thanessa chorando no flor ontem é uma bobeira cr kkkkkkkkkkkkkkk,1
"porra odeio essa memória lixo, eu montei a roupa só pra usar a porra do casaco",1
"vontade de colocar num potinho e cuidar para toda vida 

ig | @user via instagram story https://t.co/lj4m8lyn6u",0
"essa fic é um ensinamento de vida, fala de amizade da forma mais linda e pura possível, mostra que pessoas evoluem mas infelizmente tem que colher as consequências dos seus decisões precipitadas. merecia virar livro. https://t.co/KDnnWhuOsT",0
"bem feito, uma pena q é capaz o cara negro se fuder por ter espancado esse arrombado",1
fala seio a minha vizinha e mto gata vsf,1
@user os fdp foram rápidos,1
@user homem é uma praga mesmo pqp,1
"o jeito que o louis olha pra o harry s贸 mostra o qu茫o apaixonado ele 茅, 茅 sempre um olhar com tanto carinho e amor 馃挋 https://t.co/137tfhdxv1",0
"Desde a estreia da turnê “Nossa História” eu procurei assistir poucos vídeos dos shows, mas porra, sem querer vi um que a @user tá chorando real e agora eu to aqui morrendo de chorar tb 😭❤️

MEUS DEUS DO CÉU, agosto não dure 70 anos, por favor!? Setembro, venha!!!!",0
paga de bandido nas redes sociais mas caga pra  pegar um fuzil  na hora de ver quem é quem. vtnc filha da puta 😡😡😡,1
ultima vez q tive q ir pro hospital tinha um cara louco la eu la tomando soro e ele me olhando feio e brigando com as moça de la eu fiquei com muito medo ele me olhou com ODIO. o cara tava cheio de odio no coraçao,0
kobra no clube @user em clube hebraica sp https://t.co/jujehj4uql,0
@user @user o daniel alves é que rebaixou o seu patamar.,0
"rt @user só eu posso, se fizerem do meu lado eu me irrito https://t.co/y1ufho2be8",0
tem um retardado aqui na rua com som ligado,1
@user principalmente pedir uma coisa que é sua pqp da uma raiva né afff,0
"rt @user amar dói?
hey sabe o que dói? você descobrir que aquela pessoa que você achava ser diferente de todos, é igual ou pior que to…",0
"a fonte não seca, é que eu sempre deixo ela molhada",0
você ficou tão linda nesse cabelo 😔,0
"@user meu camarada,você é sinistro!👏🏾👏🏾👏🏾",0
onde eu fiquei totalmente sem a parte de cima kkkkkkkkkkkk,0
"vamos beber uma corona@user
calor desse @user",0
os cara só fala merda falando tô trabalhando na obra p paga pensão kkkkkkkkkkkkkkkkkk esses cara e foda,0
"puto, supertaças são para ser jogadas no país de onde elas são... agora supertaça francesa na China? que merda é esta? https://t.co/lVaIgwIAI7",1
meu filho pertuba e bagunça td mas quando ele sai eu fico com sdds do nenenzão da mamãe 👦💘🥰,0
"@user porra namoral tu é uma morena linda serio msm se eu fosse homem te pegava , muito maneira me amarro na tua ❤",1
@user vsf fdp,1
"@user @user @user será que o brisola pensaria isso? ah! ""o brisola está morto, babaca""",1
"A metodologia utilizada para analisar as rela莽玫es e categorias econ么micas era a-hist贸rica, estas eram dadas como pressupostos universais das condi莽玫es vigentes. Por茅m, era fruto da filosofia anal铆tica de Kant e Descartes, uma racionaliza莽茫o abstrata em forma de verdadeira ci锚ncia",0
"porra, que tesão. alguém me chama pra fuder",1
"@user porra e eu q comprei uns bgl do aliexpress e ganhei um croped deles, usei pela estampa mas sem saber... ai todo mundo, nossa vc gosta de bts e eu  fiquei q diabo é isso....",1
comprei um shampoo e um condicionador vegan eu tô tão feliz :),0
@user @user @user vontade de ir pra lá ajudar os índios a descerem o cacete.,1
@user vc é feio pra caramba!,1
"@user ai gente, sacanagem que ontem eu parei de jogar vídeo game só pra assistir e ela não apareceu kkklkklk ninguém me disse nada",0
"aaaaaaa amém senhor, vai ficar faltando a f21 ainda mas com fé em god no futuro abre",0
é muito injusto que eu tenha vindo pra esse mundo sendo que nunca vou poder dar ou ao menos beijar esse homem,0
"Bagulho louco né tirei um tempinho pra vir visitar minha bisavô que tá muito doente, ela me diss que sou o único que faz carinho nele pra dormir pqp não parei de chorar desde esse momento",0
"rt @user aí só porque tirou, ele cai https://t.co/krgzdwooha",0
estou de férias caralho,1
@user casal mais feio da saramago??,1
@user porra tu é linda amiga linda ❤️,1
"@user @user paulo é meu saco, cara de rato do caralho",1
parece que tinha umas 500 pessoas aqui em casa ontem pq que bagunça do carai bicho,1
"[🎉] Yugyeom ganhou duas páginas na  Revista10STAR  pela votação do dol Champ as páginas poderam ser feitas com o design dos próprios fãs. 

Essa é as segunda vez que ganhamos coisa do tipo, bom trabalho Ahgase! ❤️

#GOT7 @user https://t.co/0zzT4kGabk",0
Os cara tão parando o tempo deles p fazer textão p falar do Flamengo mano kkkkkkkkkkkkkk se vcs que não torcem pro Flamengo já ficam louco com ele imagina quem é torcedor??? Deixa o povo comemorar porra kkk,0
@user caralho 🔥,1
rt @user @user @user mais uma fake da foice de sp  #stfvergonhanacional https://t.co/jihxaxfsr2,1
rt @user lucas botti manda foto do cu pelado pelo amor de deus pfv https://t.co/ev0jcyavmq,1
"cara minha mãe tem uma porra de mania de toda hora lançar um VEM CA MARCELY no maior tom de seriedade 

eu atendo já pensando em todas as merdas que fiz na minha vida (e nas que não fiz também) no fim quando chego eh so pra olhar uma coisa engraçadinha no facebook dela",1
"6. quando eu coloco algo na cabeça, já era",0
"@user Deixa de ser idiota. Você sabe que não tem nada a ver com a tecnologia, sabe que por conta da fraqueza dos árbitros sul-americanos e por força política dentro da confederação.",1
"a porra do celular caiu no chão e não acende nem pelo crl, pqp",0
rt @user a guerra contra a ci锚ncia 茅 uma das caracter铆sticas do fascismo. https://t.co/e4mbk6xrve,0
porra que arrependimento de mão ter investido mais naquele gatinho do tinder :/,0
"isto tem a mesma vibe que ""todos os homens s茫o uma merda""
s贸 afeta quem 茅",0
rt @user fazendo meu papel de bom amigo marcando keylla em 300 memes ❤️,0
"Virou rotina ver macho escroto falando mal pra ganhar biscoito ""AiN BaIxEi O tT sO pra XiNgAr KpOpEr"" NOSSA COMO VC É AFRONTOSO EM https://t.co/mVLFW0jMmG",1
"puta q pariu, eu odeio q fique me proibindo de fazer oq eu quero",1
"mas o povo que votou neles gostam muito desses discursos

até quando vocês vão demorar pra perceber isso?!",0
escroto pra caralhooooooo,1
"rt @user “deuses nascem todos os dias mesmo e os melhores tem a pele preta”

delacruz arrasa fala sério",0
"É por essas e outras que eu vou processar a HBO:

AQUELE momento do final de “Game of Thrones” envolvendo o Trono de Ferro foi um acidente https://t.co/cC1qrTjLTz via @user",0
caralho 😢,1
vamo carai,0
bem isso kkkkk,0
"@user olha aqui , eu não to brincando 🤬",0
rt @user @user vtnc vacilao,1
"tava ali na frente com os cara no solzinho trocando altas ideia, porra vim p baía ta uma friaca aqui dentro vsf 😣",1
"As bactérias cadavéricas camufladas de militantes político-partidários esquerdistas, ou vice-versa, apavoram-se diante da VERDADE, que, como a luz solar do meio-dia, atravessa-lhes os olhos e cega-lhes o cérebro.",1
@user só vamo carai!!,1
"@user @user rola dms, br fazer acontecer mrm, da ideia na dm ai",0
@user caralho kkkk,1
"que chuvinha chata, pqp",0
@user e melhor nois gabaritar aquela merda pqp n aguento mais simulado,1
rt @user tão mais fácil usar o cu https://t.co/0bbuwd62yk,1
@user tu tu kkkkkk ia ser legal na real kk,0
"pq você é o amor da minha vida? 

CARALHO QUE INFERNO GAROTA LINDA DA PORRA — Olha só, você que é ok? Aff perfeita😻❤️❤️ https://t.co/grjQQWTzCi",1
"come carregador come fecho das minhas mochilas/bolsa, come meus absorvente, calcinha, escova e agora ela acabou de comer os dois miojo que comprei tnc chegahhhh",1
homem de 60 anos ferido na sequ锚ncia de atropelamento em聽albufeira https://t.co/gu8nwrfsu8 https://t.co/klx02htfkk,1
vai se fudeeeeeee q jogo sensacional caralho agr é olímpiadas 😎😎😎😎,1
mês mal começou e eu já chorei a cota inteira,0
eu simplesmente odeio falar de mim pra uma pessoa que n茫o me fala dela. me sinto totalmente vulner谩vel,0
rt @user porra é só o tempo fechar que eu fico resfriada,0
caralho q sorte #voleinaglobo,0
"hoje eu acordei triste , mais acordei com a certeza q vc estar em um lugar melhor que eu , feliz aniversário maminha , seria seus 2.2",0
"eu vejo e fico porra eu não sei quem eu amo mais???

obvio o bakugo já ta em primeiro mas fora isso??!!",0
"o que falta nas pessoa é respeito, se tu sabe que o local de atendimento fecha 13h NAO DEIXE PRA VIM EM CIMA DA HORA!! as pessoas precisam sair pra almoçar, nem todo mundo ta disponivel o dia todo pra te atender so pq tu nao quis sair cedo de casa",0
"@user Ahaha Eu andei la MAs n fazia Nd quanto à alimentação e asism , no entanto o meu irmão era bue fininho e agora está mais gordo pq começou a mudar a alimenrecow e a fazer exercício ...",0
@user vai ter no apple podcasts,0
"a pessoa não vai se sentir desconfortável PORQUE ELA VAI ESTAR MORTA, e cara quem se sente desconfortável sabendo que mesmo depois de morto vai estar literalmente podendo salvar a vida de pessoas que estão a meses ou anos em uma fila esperando por um órgão para ficarem bem??? https://t.co/Xu5il0p15o",0
olhando as fotos do primeiro ano no maria e porra vou sentir uma falta da escola e dos amigos que gosto,0
"rt @user piranha nao muda sempre vai pisca bct pra uma glock na cintura 
#vemtranquilodia10",1
@user @user @user @user @user @user @user @user @user @user @user A mim n茫o me pedir,0
"rt @user crl, não vejo a hora pprt.. https://t.co/akhpzt1elq",1
tô cansada mano pqp,1
semana paia pra ser chamar jade,0
rt @user era s贸 uma dessa de presente 馃槱馃槶 https://t.co/tjylfomli5,0
"rt @user nem parece que é puta, hahahaha .  atendendo em sp até amanhã, whatsapp: 19989357547 https://t.co/cgtsu7h3tn",1
"ganhamo, caralho",1
"rt @user caraio, o vestido não sobe https://t.co/iexj8t2ads",0
"uh... destruição, legal. https://t.co/h3jdaa2jgo",0
"nunca, nunca mesmo eu vou entender o tipo de pessoa que abre mão de amizades por causa de namoro!",0
@user sulista = aberração,1
@user @user conhece o paulista?,1
"@user o cara é gordo,espera oq dele??? kkkkkkk",1
rt @user @user pqp vitao é minha religião,1
@user grande professore 🤗💪,0
assim que a bolsa estourou minha mãe resolveu fazer a unha do pé pq eu não podia vir ao mundo e o pé dela estar feio e vocês?,0
"bicho burro demais
ele beijou e nao sabe reconhecer",1
"#rdnnobailedacedae

vai fluir e ninguém vai entender nadaa haha ❤️",0
"Eu acho tão feio casal que se expõem demais nas redes sociais e quando a gente de fora, conhece o casal e sabe que não é toda aquela fidelidade exposta na internet da logo um ranço",0
"@user Eu militei sobre isso. Todo mundo de qualquer fandom sexualiza seus idolos, TODO MUNDO, não importa se é gay ou hetero. Imagina coisas em sua mente, coisas obcenas! Ai quando uma pessoa faz isso, fulanas e fulanos vai la e cai em cima matando. Hipocrisia que fala.",0
rt @user muitos dizem q tem mas não tem porra nenhuma https://t.co/ipell9yoss,1
rt @user tudo que precisava hoje nesse frio gostoso de bh era um macho pra me fuder gostoso 😈 https://t.co/kylsjbxf7f,1
@user caralho tu quer q ela chore???,1
"Vamos levantar quanto esta senhora levou da lei Roubanet!  Vamos verificar e postar caso tenha sido uma das “beneficiadas” que estão covardemente fora do Brasil, depois de mamarem muito nas tetas, morando na Europa e jogando pedra a distância!  Traidora! Volta para cá. Isaura!!!",1
caralho eu to tremendo de frio puta merda,1
"- Ei! psiu!!!
- Oi. É comigo?
- Sim, porra. Vem aqui
- O que foi?
- Chega mais. Chega mais.
- Tô ouvindo. Diz.
- pau no cu do bolsonaro https://t.co/FL3DWNEBi9",1
"da saga fotos que rola postar só no tt😅😊💙
📸:@user https://t.co/zurov8wl0m",0
"minha meta é terminar o ano sem engravidar kkkkkkkkkk, porra geral grávida",0
@user siiiim kkkkkk ainda assim é divertido pra caralho,1
"caralho, meu celular quebrou dnv e o de thayná rachou mais ainda a tela kkkk só prejuízo mane",0
"ele não deve estar ligando muito né, pq todo dia tu posta esse mesmo lomotif",0
@user tem coisa q é hormônio ta vsf,1
"agora o cara vai postar coisa do trampo dele que inclusive é brabo pra carai, e vamo ter q aguentar o povo falando q é p provocar ex, ces vivem p cuidar da vida dos outros e ainda cuidam errado... q doença 😓 https://t.co/chQIdtNNVs",1
"Bolsonaro e sua corja moldam a verdade a sua maneira, portanto uma mentira. Colocam, então, fanáticos da bíblia na Comissão da Verdade, para acabar com ela. E milicos, cuja especialidade é mentir (chamam isso de contrainteligência). https://t.co/7OneyQGmfo",1
@user tem conseguido graças a dizer mal do clube.,0
@user o meu com certeza seria virginópolis,0
@user vamos foder de novo?,1
"rt @user cliente: poxa minha consiga tá demorando de chegar.
o motoboy: https://t.co/y0acrt2xds",0
rt @user não é por mal mas já vi pelo menos 20 vezes esse vídeo 🥵🥵🥵🔥🔥🔥 isso é adoço ou quê. faack @user https://t.co/qbwjy…,1
@user @user kkkkkkkkkkkkk pqp!,1
